Name,SMILES,logPI,method.logPI,pH,Name,nG,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sI,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,CCCC,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,OCNN,OSCC,NCSO,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd
27,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,1.12,Potentiometric,7.4,Fluvastatin,0,11.66803441,19.00013993,-0.419437599,0.384721715,3.795716482,12.42687037,0.291666667,2.429,411.4668473,0,8,3.44,17,15,32,0,56,1.8496,3.42102016,123.9915,1,3,3,2,2,0,1,2,0,0.19699182,154,2476,47,60.36680926,2.012226975,15.80061268,9.766960383,3.505347687,6,81,1,0.5,0.5,4.166706182,4.537990931,0,14.88157852,30.43154161,0,11.46359344,0,0,1.470841377,0,0,0,0,0,0,0,0,2,0,2,0,2,8,3,0,1,4,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,24.63867188,11.22765432,6.292508918,0.291666667,2494.06,0.5,680,21.83613434,14.2737647,13.34763534,9.89836477,8.96189937,6.99062848,5.175549041,3.883878018,16.99483421,9.92558152,7.661885688,4.997953009,3.767675086,2.563956321,1.590265161,1.016882744,4.378153514,7.963380697,11.20986305,1.815779276,2.781719125,3.48810404,2.404744207,0,0.403665907,0,1.031902676,0,0.175464382,0,0,0,0.06415003,0.376823504,0.725091528,0,0,0.02795085,0.134080703,0.215239093,0,0,1,13,3,2,5,0,0,2140.686583,2554.412229,3689.302671,3932.254927,3923.029628,34.95990058,34.40869882,49.92768272,50.82084982,56.23037984,0.489691259,-0.1620801,-0.008459416,-0.154694255,0.098424736,3,5,32.564382,64.441618,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2145,2.6456,4.6759,-1.121725621,-25.19282983,-26.31455545
28,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1.32,RP-HPLC,7.4,Haloperidol,0,11.69280624,34.96938075,-0.414070329,0.350728241,4.004594771,10.61787241,0.380952381,1.391,375.864945,0,6,3.22,8,18,28,1,49,2.2139,4.90135321,110.5982,0,3,2,3,2,0,0,3,0,0.108066283,134,2035,39,52.65757985,2.025291533,13.60969123,5.130764164,3.441827361,5.807354922,40.54,0.888888889,0.470588235,0,0,0,0,22.29817968,16.47950201,4.295588542,1.663611281,1.048677291,0,0.111111111,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,20.72704082,9.467455621,5.75,0.380952381,1951.05,0.846153846,721,18.57070333,12.46014554,11.48234101,9.385943872,6.810080783,5.595389391,3.879857844,2.204173488,15.383083,9.335737769,7.350176898,5.361145602,3.564684572,2.63052468,1.610042186,0.955257147,4.450142283,5.777764581,7.432376945,1.974852759,2.347588109,2.655157083,2.130766767,0.144337567,0.394144059,0.072168784,1.043842931,0.055901699,0.118427556,0.0186339,0,0,0,0.23883545,0.421312342,0,0,0,0.111457255,0.162253151,0,0,0,11,2,3,4,1,0,1695.769293,1945.307473,2631.931576,2560.041695,1977.627776,37.12391242,31.6962855,46.22611719,46.72411921,35.0798411,0.379203031,-0.1254046,-0.047931985,-0.049903203,0.029497023,1,3,29.704761,57.737239,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.5684,0.7803,3.5261,-0.076840344,-19.06892925,-19.1457696
29,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,-1.59,Potentiometric,7.4,Hydrochlorothiazide,0,11.70002488,34.96938098,-0.377721737,0.460027426,7.243678621,12.8382329,0.142857143,-1.491,297.7415142,0,1,1.13,15,8,18,0,25,-2.167,4.695889,65.8722,0,2,1,1,1,0,0,2,0,0.455003919,94,460,29,33.60636411,1.976844948,27.46685228,9.734852472,8.441692859,5.169925001,135.12,0.75,0.428571429,0,0,0,0,0.908560296,6.391058757,0,3.301927249,0,0,1.44224957,0,0,0,0.333333333,0,0.5,0,0,0,0,1,0,0,2,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,13.43209877,4.280618312,2.56,0.142857143,404.1,0.588235294,194,12.84493498,7.716162048,8.66858933,5.950496536,4.992919191,3.558889824,3.072925766,1.488548549,9.430024292,5.449447333,4.547102457,3.095698899,2.173022557,1.412920645,0.901504821,0.416160277,4.558599854,7.249829171,9.373351687,1.547776213,2.052678948,2.358751045,3.054573407,0.49279928,0.780330086,0.201184464,0.89355419,0.054943971,0.190474106,0.015860958,0,0,0,0.114481121,0.351579285,0,0,0,0.047879728,0.112852808,0,0,0,6,0,0,0,0,0,1608.634499,1908.722606,2881.638297,2801.257593,2185.392324,41.14627303,38.2423952,47.3683277,52.89474232,51.76232592,0.448628577,-0.223215454,0.142125976,-0.167137085,0.119311166,3,7,22.777656,32.142344,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3.5885,4.1392,4.556,-0.290989484,-21.49861377,-19.09314054
30,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-0.41,Potentiometric,7.4,Ibuprofen,0,11.68739915,16.00979249,-0.380779956,0.390256607,4.217239101,9.333396214,0.461538462,3.4,206.2813101,0,4,2.67,6,10,15,0,33,3.0759,9.46116081,64.1113,1,1,1,1,1,0,0,1,0,0.18095317,70,404,19,29.08329593,1.938886396,4.76481125,4.76481125,0,4.906890596,37.3,0.8,0.444444444,0.595275394,3.919629443,4.290961841,0,4.883593419,10.75689328,0,3.386545745,0,0,0.5,0,0,0,0,0,0,0,0,3,0,1,0,0,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13.06666667,5.915,4.165289256,0.461538462,879.02,0.4,203,11.42228525,7.002907755,6.5134884,4.491286286,3.16071541,2.234780858,1.312556756,1.007604934,9.526670282,5.320300906,4.399478124,2.49409561,1.556376776,0.92516632,0.512562744,0.339719623,2.323671627,2.797028881,3.275914725,1.032895865,1.122364259,1.03661127,1.304822525,0,0.288675135,0,0.81936666,0,0.074464836,0,0,0,0,0.083333333,0.107038088,0,0,0,0.027777778,0.035679363,0,0,1,4,2,3,1,2,0,846.9053212,932.2289849,1189.536366,1094.810952,844.3793778,16.54893807,15.66418395,21.43865299,20.32836791,17.32836791,0.19793977,-0.091022808,-0.007139788,-0.004794322,-0.002437473,1,2,20.635726,36.486274,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.925,0.9679,1.752,0.66333652,-9.754086998,-9.090726577
31,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.47,RP-HPLC,7.4,Imipramine,0,11.69180655,14.02076307,-0.398357458,0.302789234,5.700816799,11.62800036,0.368421053,2.6,280.4079665,0,4,3.33,13,10,23,1,45,2.751,7.568001,98.808,0,3,2,1,2,0,0,2,1,0.023126838,108,882,35,43.27108331,2.060527777,6.563458819,0,6.563458819,5.523561956,6.48,0.8,0.444444444,0.5,4.122596842,1.2344268,0,21.4769147,18.98371186,0,3.086163688,0,0,0,0,0,0,0,0,0,0,0.25,2,0,5,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15.87901701,7.513007284,3.854848305,0.368421053,1789.02,0.714285714,331,14.65648977,10.2540202,8.982738022,7.262809385,6.252455047,5.294526856,3.828924622,2.944232484,13.04876325,7.835903638,6.065891942,4.21554754,3.156168944,2.273169564,1.490065229,0.99468023,2.56097718,4.350864458,6.367855926,1.317374559,1.905095261,2.367825085,1.149829914,0,0.247193875,0,0.728508298,0,0.098348174,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.06412891,0,0,0,10,2,2,3,0,0,1604.33059,1873.094939,2590.054681,3002.529486,2529.717526,21.7199606,23.9970916,31.9970916,36.32945547,32.69234417,0.161682874,-0.0984169,0.017837471,-0.041549117,0.088463969,0,2,30.196968,51.643032,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3758,0,1.695,-1.150047801,-7.808699809,-8.95874761
32,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,-2,Potentiometric,7.4,Indomethacin,0,11.67536283,34.96938071,-0.406535641,0.400071047,4.165145496,11.41563929,0.157894737,1.447,357.7882946,0,5,2.89,18,13,27,0,41,1.264,1.597696,103.5275,1,3,3,2,2,0,1,2,0,0.187186629,132,1424,42,50.51277545,2.020511018,16.24357313,10.21155611,3.512954447,5.754887502,66.84,1,0.5,0.142857143,3.023659968,4.298917123,0,7.029614134,21.50809729,0,11.22527578,0,0,0.650697637,0.428571429,0,0,0,0,0,0,0,2,0,1,0,0,7,0,0,2,5,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,19.75308642,8.347140039,4.135279459,0.157894737,1249.06,0.64,476,18.13746372,11.91792266,11.02397486,9.122616419,7.654431582,6.519506453,4.591215245,3.355226723,14.50162415,7.998502485,6.101449911,4.416130011,3.072992848,2.19519195,1.253538548,0.734914183,4.390215713,7.283617122,11.19811875,1.7351509,2.40792805,3.064923563,1.971973818,0,0.459564557,0,0.843362173,0,0.154391571,0,0,0,0.06415003,0.388644546,0.748911739,0,0,0.02795085,0.14579941,0.242127005,0,0,2,11,3,1,1,0,0,1775.184369,2132.385691,3125.224583,3246.912636,2944.197489,36.17080635,31.11077632,46.72284146,49.39118676,47.6016021,0.550709397,-0.288408826,0.029008033,0.010570654,-0.01380303,1,5,23.723312,50.596688,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.2901,1.0609,3.9391,-2.638097514,-20.68833652,-21.95102772
33,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,-0.95,Potentiometric,7.4,Ketoprofen,0,11.6837194,16.0103138,-0.382325432,0.392143652,4.271994424,9.974244523,0.125,1.651,254.2811597,0,4,2.89,14,11,20,0,33,2.2137,4.90046769,79.9403,1,2,2,2,2,0,0,2,0,0.213975682,94,724,28,37.9563705,1.997703711,7.346462545,7.346462545,0,5.321928095,54.37,1,0.5,0,1.61861478,2.144261317,0,11.20509869,16.41675081,0,6.120463943,0,0,0.650697637,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,15.39,7.135802469,3.98615917,0.125,814.03,0.684210526,304,13.82806265,9.092224153,8.047105776,6.687435678,4.811064665,3.715136892,2.181356178,1.554552754,10.53721287,6.018606434,4.380537845,3.055219667,1.848018449,1.205931122,0.585515965,0.345550221,3.179709929,4.05512195,5.409597792,1.07243462,1.153379355,1.245747829,1.218233513,0,0.481125224,0,0.510964943,0,0.108485527,0,0,0,0,0.185395406,0.15515061,0,0,0,0.059852793,0.045963904,0,0,1,10,3,1,0,1,0,1143.390144,1308.504166,1736.877857,1720.270628,1424.492141,21.32340711,20.99627593,29.10283694,30.65673582,26.65673582,0.320600128,-0.131348154,-0.026305513,-0.00324666,0.038814558,1,3,17.220898,39.901102,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7.4658,1.0493,2.4763,-1.885970363,-13.7833652,-15.66935946
34,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,-0.52,Potentiometric,7.4,Lidocaine,1,11.68660385,16.00595704,-0.382872483,0.349850523,5.079514574,10.04138306,0.5,1.339,234.3378105,0,6,2.67,9,10,17,1,39,2.038,4.153444,75.5886,0,1,1,1,1,0,0,1,0,0.1381029,78,556,23,33.0648827,1.9449931,8.754404089,2.526562045,6.227842044,5.087462841,32.34,0.8,0.444444444,0.944940787,5.708750314,4.444190454,0,4.026914116,7.822630278,0,3.301927249,0,0,0,0,0,0,0,0,0,0.333333333,0,4,0,3,0,0,3,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.05882353,7.438016529,4.639053254,0.5,1249.03,0.352941176,240,12.83649881,8.07891736,6.80842426,5.345672706,3.967295033,2.748528009,1.29767069,0.796983374,11.20883304,6.164591332,4.27637497,3.007185261,1.840879283,0.932108999,0.413076861,0.220170082,2.341447984,3.421334507,4.337914297,1.147404545,1.379235884,1.239810751,1.100286564,0,0.19245009,0,0.581457801,0,0.072168784,0,0,0,0,0.068041382,0.184195286,0,0,0,0.024056261,0.060140653,0,0,1,4,2,7,0,0,0,1008.356902,1106.009043,1408.27117,1379.74863,1103.714454,18.49442964,18.16300164,23.88264517,24.91026161,21.99309564,0.266120753,-0.147970194,-0.057056429,0.133665473,-0.045367227,1,3,27.648554,42.311446,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8664,0.6042,2.5885,1.162643403,-12.03776291,-9.747586042
35,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,-0.03,Potentiometric,7.4,Meloxicam,1,11.68859526,31.97889126,-0.392757014,0.456471782,6.105731296,12.44229075,0.142857143,0.593,351.4034317,0,3,2.01,20,12,25,0,36,-0.2705,0.07317025,94.0087,0,3,3,2,2,0,1,2,0,0.378167691,126,1115,41,46.29133767,2.012666855,25.88279053,10.11498759,9.296407755,5.64385619,132.75,0.833333333,0.454545455,0.125,1.614390346,3.439309516,0,3.242831439,9.094292702,0,7.455065666,0,0,1.450962705,0,0,0,0,0,0.5,0.516397779,0,2,0,0,0,0,5,0,0,3,4,0,0,0,0,1,0,0,0,1,1,0,1,3,0,0,0,0,1,0,1,0,0,17.8112,6.718836565,3.25443787,0.142857143,938.09,0.739130435,417,16.7756564,10.81940434,10.59854989,8.974064032,7.520055606,5.550741462,3.420307517,2.413263878,13.28987194,7.750500398,6.614381512,4.657852563,3.259343691,1.964182862,1.057927541,0.611481097,5.575771566,9.183145743,14.07207892,2.113740007,2.804189645,3.209892102,2.363346904,0.166666667,0.938003598,0.164266427,1.159013348,0.022807523,0.225410405,0.017987726,0,0,0.11785113,0.316592812,0.413404544,0,0,0.079056942,0.163468832,0.157208251,0,0,2,8,1,1,0,0,0,2068.727847,2489.303185,3692.111356,3779.562918,3236.933286,39.43332312,38.89688534,57.53182545,56.29629875,59.4840855,0.519981854,-0.300598197,0.181709792,-0.098048696,-0.2164505,2,7,27.885691,45.616309,4,0,1,1,0,0,0,0,0,0,0,0,0,2,0,7.3358,2.2061,4.5846,-2.794359465,-22.29646272,-21.31082696
36,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,-2.13,Counter-current chromatography,7.4,Metipranolol,0,11.68055843,16.01033716,-0.416459816,0.385011394,4.086881185,9.833573848,0.588235294,1.534,309.4012335,0,8,2.78,10,14,22,1,49,1.5344,2.35438336,89.3422,0,1,1,1,1,0,0,1,0,0.219247457,104,1191,31,42.608854,1.936766091,13.76359836,10.89275546,2.870842907,5.459431619,67.79,0.857142857,0.461538462,2.238626517,3.587348405,11.41954962,0,0.965489385,7.43487508,0,8.307528611,0,0,0.1,0.934275955,0.2,0,0,0,0,0,0,6,0,2,0,0,1,2,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,20.04545455,9.333333333,6.574394464,0.588235294,1939.05,0.272727273,429,16.86144284,10.21812181,9.638422138,6.664340153,4.837222177,4.044019183,2.180769081,1.341295268,14.31822284,7.554146519,5.89214545,3.417186762,2.088618628,1.450523346,0.63596856,0.31026988,3.500432981,4.779852493,7.394564254,1.520112839,1.716200821,2.214611941,2.028523586,0,0.382128621,0,1.005402082,0,0.146941083,0,0,0,0,0.045360921,0.200232793,0,0,0,0.018042196,0.068857979,0,0,1,3,3,8,2,0,0,1249.140221,1391.395924,1848.788832,1894.297786,1622.104341,25.45785644,24.32491573,34.26184263,35.48294036,32.54228939,0.55362028,-0.255676299,-0.090717899,0.049420891,0.017231663,2,5,34.966589,52.231411,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4016,1.3837,4.2499,2.066061185,-21.3043021,-16.9418738
37,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,-2.08,Counter-current chromatography,7.4,Metoprolol,0,11.69391757,16.00194901,-0.431197326,0.302848219,4.421586772,8.687225512,0.6,0.702,267.3644753,0,9,2.67,7,15,19,1,44,0.8086,0.65383396,81.0149,0,1,1,1,1,0,0,1,0,0.189832122,84,906,21,37.25718085,1.960904255,11.16614946,8.294876458,2.871273,5.247927513,50.72,1,0.5,0.409913825,3.607994388,2.368989444,0,8.734913183,10.08697815,0,1.321802152,0,0,0,0.365148372,0.142857143,0,0,0,0,0,0,3,0,4,0,0,4,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,17.05263158,9.833648393,8,0.6,1594.04,0.315789474,393,14.08757567,9.113392203,7.682698975,5.236782774,3.58404248,3.130870467,1.742455218,1.082466747,12.05623892,6.736267835,4.9145264,2.722324033,1.595342823,1.14163213,0.518937031,0.2764712,1.562948829,1.677807669,2.302872101,0.667474535,0.590691889,0.662211331,1.105171716,0,0,0,0.603667091,0,0,0,0,0,0,0.083333333,0.11785113,0,0,0,0.027777778,0.030982085,0,0,0,5,1,5,3,0,0,962.5140519,1026.818431,1223.095569,1115.54853,928.4193388,21.68338741,20.99282375,25.49109766,23.82248047,20.21392148,0.486455036,-0.213925562,-0.149759491,0.104556127,0.093026466,2,4,31.822175,46.575825,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.289,1.2861,3.6556,2.336711281,-18.43092734,-16.09423996
38,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,-2.05,Potentiometric,7.4,Morphine sulfate,0,11.68285937,16.00119832,-0.413408453,0.370359584,5.454590073,13.00490888,0.529411765,-0.156,285.3383026,0,0,2.89,8,9,25,1,40,0.1027,0.01054729,83.3057,0,5,1,1,1,0,1,4,0,0.185630395,132,712,49,44.72865302,2.129935858,11.73092792,8.393727236,3.337200685,5.64385619,52.93,1,0.5,0,1.857353833,1.801548727,0.25,6.19869471,20.10399459,2.941713421,11.72265968,4.930998067,0,0.166666667,0.666666667,0,0,0,0,0,0,0,1,0,3,0,2,2,4,0,0,4,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,13.44,4.295062463,1.487603306,0.529411765,1516.04,0.857142857,289,14.35300667,10.12586422,10.03556273,9.695456692,8.995873892,8.573262917,7.159292982,5.754117334,11.99001157,7.713327954,6.930110294,6.149738249,5.238415571,4.468527839,3.220836354,2.299103815,5.58384455,10.69149273,18.85560374,3.267330444,5.742741744,8.99157968,1.927644716,0.068041382,0.792952123,0.078236016,1.223767604,0.058925565,0.418404716,0.048262135,0,0,0.068041382,0.396311673,1.178045723,0,0,0.029462783,0.203955737,0.53461813,0,0,0,6,2,1,5,1,1,1883.842849,2444.035952,4049.176765,4547.75268,3723.350694,23.68338741,26.82691371,44.15528162,54.03631166,48.64983146,0.393711404,-0.151500973,-0.163368816,0.210577174,-0.072302919,2,4,24.666933,46.095067,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8108,1.994,3.3315,-2.327413958,-17.08379541,-19.41120937
39,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,0.2,Shake flask,7.4,Naproxen,0,11.6536224,16.01002936,-0.407661336,0.391170946,4.264539101,9.807525378,0.214285714,1.794,230.2596879,0,3,2.67,11,11,18,0,31,1.5111,2.28342321,70.9192,1,2,2,1,1,0,0,2,0,0.202221442,86,530,26,34.08556354,2.005033149,7.56821401,7.56821401,0,5.169925001,46.53,1,0.5,0.111111111,2.779193242,3.100687748,0,5.999228805,15.06912457,0,5.479913756,0,0,0.5,0.222222222,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13.43209877,5.76,3.0625,0.214285714,752.03,0.588235294,260,12.41384908,8.113392203,7.283751412,6.134689513,4.415324758,3.64617578,2.539610523,1.810808875,9.805162061,5.42087166,4.032443981,2.941891195,1.781186018,1.247473971,0.730539913,0.425476738,3.02568673,3.801415546,5.135152115,1.130558792,1.212484061,1.356031138,1.229907568,0,0.372008468,0,0.527975288,0,0.102242614,0,0,0,0,0.136082763,0.279846322,0,0,0,0.048112522,0.079265372,0,0,1,7,3,1,0,1,0,1025.786154,1189.433233,1638.990416,1613.438137,1174.778247,19.32340711,19.32836791,27.10283694,27.99255186,21.99255186,0.347114392,-0.176346009,-0.00509939,0.003577675,0.002973292,1,3,18.178898,36.381102,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7294,1.03,2.4197,-1.500573614,-13.22958891,-14.73016252
40,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1.17,Potentiometric,7.4,Nortriptyline,0,11.67245138,14.01408227,-0.380602142,0.307844716,5.106776731,11.96468674,0.263157895,4.553,263.3774411,0,3,3.44,14,10,22,1,41,3.2237,10.39224169,93.7952,0,3,2,1,2,0,0,2,1,0.045712349,102,759,34,41.43709161,2.071854581,2.723692681,0,2.723692681,5.459431619,12.03,0.8,0.444444444,0,2.061298421,0.812599007,0,21.4769147,23.93396682,0,5.841906811,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,8,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91735537,7.319857313,3.4425,0.263157895,1469.01,0.75,314,13.78624628,9.898178148,8.153769428,7.084888361,6.120693194,5.233746066,3.762709472,2.848987333,12.02457955,7.412284135,5.324321915,4.021545952,2.997309962,2.216103082,1.439544753,0.932021676,2.272302045,4.146740313,6.258833608,1.11286591,1.756250407,2.293248311,0.741581624,0,0.247193875,0,0.420630496,0,0.100592232,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.067061488,0,0,0,9,5,1,3,0,0,1582.341366,1855.195879,2566.082772,3017.122784,2500.571865,20.3599803,22.33236387,29.16618193,34.16618193,31.16618193,0.072599813,-0.040196959,-0.003547954,0.010251872,-0.005513301,1,1,23.617347,48.542653,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5236,0.4689,1.0581,-1.709416826,-5.378250478,-7.087667304
41,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,-2.1,Shake flask,7.4,Ofloxacin,0,11.69055456,19.00013945,-0.395336049,0.445105324,4.50878611,11.34210035,0.444444444,1.995,361.3681938,0,2,2.56,16,13,29,1,46,-0.5403,0.29192409,97.4533,1,4,2,2,1,0,0,4,0,0.203021631,146,1484,51,53.42367786,2.054756841,23.43579729,10.58409078,10.24975304,5.857980995,73.32,1,0.5,0.1,3.066782744,3.363912471,0,5.549511796,16.83095325,0,14.2488812,0,0,0.944940787,0.479438118,0,0,0,0,0,0,0.685006711,2,0,5,0,0,2,1,0,1,4,2,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,19.32223543,7.438016529,3.337868481,0.444444444,1751.08,0.730769231,501,18.58505748,12.37991785,11.93652714,10.32098361,8.973658097,7.953268227,6.106995866,4.798423377,14.65914844,8.590996603,6.966959135,5.191841671,3.688770166,2.868499368,1.799022628,1.150458727,5.448528668,9.201438401,14.77715882,2.155594096,2.8931146,3.920475781,2.219083021,0,0.705009309,0,1.05092104,0,0.193086271,0,0,0,0,0.229610731,0.602441864,0,0,0,0.102813526,0.203729029,0,0,2,6,2,6,1,0,0,1905.352532,2348.114197,3562.618469,3995.303402,3626.213224,31.67986119,32.7378824,50.09068436,59.12522629,60.82326433,0.801000776,-0.347061593,-0.177506739,0.021223342,0.189406858,1,7,32.83914,52.08086,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9.7188,1.1496,5.4506,-2.073565966,-26.69072658,-26.11876195
42,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,-1.82,Counter-current chromatography,7.4,Oxprenolol,0,11.7002254,16.00178951,-0.416296638,0.352442635,5.061462496,8.963946505,0.466666667,1.468,265.3485938,0,9,2.67,8,13,19,1,42,0.8414,0.70795396,81.2586,0,1,1,1,1,0,0,1,0,0.191275114,84,834,22,37.26227358,1.961172294,11.4677811,8.59601817,2.87176293,5.247927513,50.72,1,0.5,0.454280148,3.782324482,2.612244684,0,7.993056076,9.444460884,0,1.771030138,0,0,0,0.471404521,0.333333333,0,0,0,0,0,0,2,1,3,0,1,4,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,17.05263158,9.833648393,7.3728,0.466666667,1422.04,0.315789474,343,14.08757567,9.130228955,7.60056399,5.262037903,3.771632218,3.176401641,1.808174204,1.133349219,11.63358919,6.501069944,4.574190991,2.398794602,1.453997041,1.016178294,0.434065039,0.232987368,1.639732467,2.031414543,2.762263459,0.588907115,0.565831415,0.648665533,1.030256758,0,0.083333333,0,0.53562571,0,0.013888889,0,0,0,0,0.083333333,0.11785113,0,0,0,0.027777778,0.022680461,0,0,1,7,0,5,2,0,0,967.1996246,1033.265798,1236.42187,1183.516882,1049.58477,21.68338741,20.99282375,26.15528162,26.26113346,22.54601346,0.460220066,-0.193378017,-0.198618197,0.221934839,-0.013760721,2,4,29.635761,45.242239,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9719,1.3636,3.4358,1.421916826,-17.37614723,-14.91063576
